LeftBreakpoint,RightBreakpoint,FFPM,LeftStrand,RightStrand,Total_Count_(SC+RC),Chromosome_Feature,Same_Strand,Reciprocal_Fusion,Splice_Pattern,Splice_Site,Splice_Pattern_Class,Total_Mapped_Reads,Left_Exon,Right_Exon,5_loc,3_loc,5_gene_start,5_gene_end,5_gene_length,3_gene_start,3_gene_end,3_gene_length,alternate_junction_count,alternative_junction,exon_count5,exon_count3,label
10836510,10859913,0.7849,-,-,2,Intrachromosomal,Yes,No,FrameShift,GT-AG,CanonicalPattern,2548095,15,2,S,E,10835735,10840872,5138,10858232,10860322,2091,5,Yes,16,7,1
17462369,19721654,1.0125,+,-,4,Intrachromosomal,No,No,InFrame,CT-GA,NonCanonicalPattern,3950487,6,8,M,M,17459873,17462516,2644,19721465,19723307,1843,3,Yes,6,9,1
15010926,15006933,0.5023,+,+,2,Intrachromosomal,Yes,No,InFrame,AA-TT,NonCanonicalPattern,3981684,1,2,M,M,15009471,15012588,3118,15006485,15008650,2166,2,Yes,1,7,1
13884191,21648537,0.51,+,+,2,Interchromosomal,Yes,No,InFrame,AG-TG,NonCanonicalPattern,3939011,2,2,M,M,13883167,13885063,1897,21647821,21649567,1747,14,Yes,3,3,1
1605816,1599614,1.0588,+,+,3,Intrachromosomal,Yes,No,InFrame,GT-AG,CanonicalPattern,2833329.5,9,3,E,S,1603359,1606243,2885,1598449,1601437,2989,7,Yes,10,11,1
183446339,84954688,0.3035,-,+,7,Interchromosomal,No,No,Unknown,GT-AG,CanonicalPattern,23134578,8,4,S,S,183441099,183449008,7909,84952930,84957467,4537,2,Yes,15,8,1
243218259,11170827,0.2012,-,-,5,Interchromosomal,Yes,No,Unknown,GT-AG,CanonicalPattern,24923946,1,7,S,E,243216325,243218622,2297,11167123,11174804,7681,2,Yes,6,12,1
3672414,166634960,0.3416,-,-,7,Interchromosomal,Yes,No,Unknown,GT-AG,CanonicalPattern,20602406,1,1,S,M,3668907,3673140,4233,166626075,166635879,9804,1,No,9,24,1
13573491,13591228,1.0131,-,+,4,Intrachromosomal,No,No,InFrame,GT-AG,CanonicalPattern,3948278,9,7,S,S,13572885,13575639,2755,13588948,13593662,4715,7,Yes,11,16,1
16860569,16873544,1.1633,-,+,3,Intrachromosomal,No,No,InFrame,GT-AG,CanonicalPattern,2578815,3,6,S,S,16855500,16861529,6030,16871578,16874367,2790,3,Yes,23,7,1
16263699,16174672,0.5059,+,-,2,Intrachromosomal,No,No,FrameShift,GT-AG,CanonicalPattern,3953350,6,8,E,E,16260803,16265270,4468,16174001,16176172,2172,2,Yes,8,10,1
16602799,256719298,0.5366,-,-,18,Intrachromosomal,Yes,No,Unknown,GT-AG,CanonicalPattern,34152006,9,4,S,E,16601750,16617586,15836,256712433,256721805,9372,6,Yes,17,24,1
18848095,6094099,1.0913,+,-,2,Intrachromosomal,No,No,InFrame,GT-AT,NonCanonicalPattern,1832733,9,3,M,M,18842553,18849741,7189,6092682,6095080,2399,1,No,11,9,1
13522254,10208897,0.7748,-,-,3,Interchromosomal,Yes,No,InFrame,GT-AG,CanonicalPattern,3871967,5,4,S,E,13520325,13523918,3594,10207727,10210231,2505,3,Yes,12,4,1
76808018,23474905,2.0484,+,+,55,Interchromosomal,Yes,No,Unknown,GT-AG,CanonicalPattern,26968920,2,1,M,M,76807247,76808273,1026,23474705,23477676,2971,1,No,2,3,1
17674936,18131019,0.3431,+,-,11,Interchromosomal,No,No,FrameShift,GT-AG,CanonicalPattern,32060623,7,7,E,M,17670502,17676701,6200,18128558,18132719,4162,2,Yes,10,13,1
484387,22941710,0.4037,-,-,13,Interchromosomal,Yes,No,InFrame,GT-AG,CanonicalPattern,32202130,2,3,S,E,482938,484739,1802,22939492,22942295,2804,1,No,3,7,1
18149839,29883500,1.5873,+,-,2,Interchromosomal,No,No,FrameShift,GT-AG,CanonicalPattern,1260001,2,16,E,E,18149197,18151295,2099,29882121,29887414,5294,1,No,5,20,1
19391425,19401494,1.0373,-,-,34,Intrachromosomal,Yes,No,InFrame,GT-AG,CanonicalPattern,32777402,1,2,S,E,19383372,19391614,8243,19398528,19401939,3412,1,No,6,11,1
16224419,11438406,0.2499,+,+,8,Interchromosomal,Yes,No,InFrame,CG-AA,NonCanonicalPattern,32012805,2,2,M,M,16224026,16225286,1261,11437989,11440989,3001,6,Yes,2,4,1
19752428,12655818,0.4043,-,-,2,Interchromosomal,Yes,No,Unknown,GT-AG,CanonicalPattern,4946822,3,4,S,E,19750047,19753280,3234,12654927,12656605,1679,1,No,10,5,1
1605816,1599614,0.7452,+,+,2,Intrachromosomal,Yes,No,InFrame,GT-AG,CanonicalPattern,2683843,9,3,E,S,1603359,1606243,2885,1598449,1601437,2989,7,Yes,10,11,1
154781443,160246318,0.10566,+,+,4,Interchromosomal,Yes,No,InFrame,CT-AA,NonCanonicalPattern,37857144,3,1,M,M,154779999,154782184,2185,160246222,160248655,2433,1,No,3,1,1
11564038,11242269,3.866,+,-,119,Intrachromosomal,No,No,Unknown,GT-AG,CanonicalPattern,30782216,1,2,E,M,11563544,11568791,5247,11238776,11248239,9463,3,Yes,3,5,1
13573491,13591228,0.7638,-,+,3,Intrachromosomal,No,No,InFrame,GT-AG,CanonicalPattern,3927730,9,7,S,S,13572885,13575639,2755,13588948,13593662,4715,7,Yes,11,16,1
1605816,1599614,0.4872,+,+,3,Intrachromosomal,Yes,No,InFrame,GT-AG,CanonicalPattern,6157635,9,3,E,S,1603359,1606243,2885,1598449,1601437,2989,7,Yes,10,11,1
13884193,21648539,0.5064,+,+,2,Interchromosomal,Yes,No,InFrame,AA-AG,NonCanonicalPattern,3949174.667,2,1,M,M,13883167,13885063,1897,21647821,21649567,1747,14,Yes,3,3,1
16224421,11438408,0.2499,+,+,8,Interchromosomal,Yes,No,InFrame,GC-CG,NonCanonicalPattern,32012805,2,2,M,M,16224026,16225286,1261,11437989,11440989,3001,6,Yes,2,4,1
45965498,86891391,0.3187,-,-,8,Interchromosomal,Yes,No,Unknown,GT-AG,CanonicalPattern,25206127,1,9,S,E,45961966,45965926,3960,86888123,86893096,4973,3,Yes,3,17,1
16248979,13217973,1.5159,-,-,6,Interchromosomal,Yes,No,InFrame,GT-AG,CanonicalPattern,3958045,7,2,S,E,16248286,16250925,2640,13213100,13218724,5625,1,No,9,18,1
69620683,69599842,0.1325,-,-,3,Intrachromosomal,Yes,No,Unknown,GT-AG,CanonicalPattern,22854251,4,2,M,E,69616462,69625030,8568,69582056,69611743,29687,1,No,4,16,1
16860569,16873544,0.9118,-,+,5,Intrachromosomal,No,No,InFrame,GT-AG,CanonicalPattern,5483659,3,6,S,S,16855500,16861529,6030,16871578,16874367,2790,3,Yes,23,7,1
232048074,232050895,3.0115,-,-,95,Intrachromosomal,Yes,No,Unknown,GT-AG,CanonicalPattern,31351217,1,5,S,E,232043402,232048761,5359,232050616,232053514,2898,1,No,3,4,1
28208852,28209887,1.61809,+,+,44,Intrachromosomal,Yes,No,InFrame,GG-GT,NonCanonicalPattern,27192577,1,1,M,M,28208515,28208862,347,28209773,28211915,2142,6,Yes,1,2,1
13884191,21648537,0.7591,+,+,3,Interchromosomal,Yes,No,InFrame,AG-TG,NonCanonicalPattern,3951940.75,2,2,M,M,13883167,13885063,1897,21647821,21649567,1747,14,Yes,3,3,1
11564038,11242269,1.6865,+,-,47,Intrachromosomal,No,No,InFrame,GT-AG,CanonicalPattern,27868407,1,2,E,M,11563544,11568791,5247,11238776,11248239,9463,3,Yes,3,5,1
226036217,226029464,2.74961,+,+,84,Intrachromosomal,Yes,No,InFrame,GT-AG,CanonicalPattern,30549740,9,7,E,S,226033584,226052526,18942,226021783,226029864,8081,5,Yes,12,7,1
17462369,19721654,0.94,+,-,3,Intrachromosomal,No,No,InFrame,CT-GA,NonCanonicalPattern,3197954,6,9,M,M,17459873,17462516,2644,19721465,19723307,1843,3,Yes,6,9,1
3289197,156372332,3.6064,-,+,44,Interchromosomal,No,No,Unknown,GT-AG,CanonicalPattern,11693311,2,2,S,S,3279151,3290546,11395,156372198,156372850,652,2,Yes,10,4,1
167471899,167435864,0.1378,+,+,4,Intrachromosomal,Yes,No,Unknown,GT-AG,CanonicalPattern,29157317,4,9,E,S,167468812,167473235,4423,167432738,167447908,15170,3,Yes,7,18,1
22215326,179433116,1.91828,+,-,45,Interchromosomal,No,Yes,InFrame,GT-AG,CanonicalPattern,23458543,2,3,M,M,22214840,22216179,1339,179432071,179434295,2224,4,Yes,2,4,1
1605816,1599614,0.6083,+,+,2,Intrachromosomal,Yes,No,InFrame,GT-AG,CanonicalPattern,3287851,9,3,E,S,1603359,1606243,2885,1598449,1601437,2989,7,Yes,10,11,1
11564038,11242269,3.9916,+,-,170,Intrachromosomal,No,No,Unknown,GT-AG,CanonicalPattern,42684314,1,2,E,M,11563544,11568791,5247,11238776,11248239,9463,3,Yes,3,5,1
48027483,75991491,0.5788,-,+,14,Interchromosomal,No,No,Unknown,GT-AG,CanonicalPattern,24221301,2,3,S,S,48026789,48028431,1642,75990471,75991985,1514,2,Yes,3,3,1
17462369,19721654,2.2729,+,-,9,Intrachromosomal,No,No,InFrame,CT-GA,NonCanonicalPattern,3959612,6,9,M,M,17459873,17462516,2644,19721465,19723307,1843,3,Yes,6,9,1
42088684,12567216,1.5094,-,-,38,Intrachromosomal,Yes,No,Unknown,GT-AG,CanonicalPattern,24377244,3,10,S,E,42088552,42089954,1402,12566874,12571003,4129,1,No,4,10,1
13522254,10208897,1.4708,-,-,4,Interchromosomal,Yes,No,InFrame,GT-AG,CanonicalPattern,2719608,5,4,S,E,13520325,13523918,3594,10207727,10210231,2505,3,Yes,12,4,1
18149839,29883500,3.0339,+,-,12,Interchromosomal,No,No,FrameShift,GT-AG,CanonicalPattern,3955305,2,16,E,E,18149197,18151295,2099,29882121,29887414,5294,1,No,5,20,1
13884193,21648539,0.4055,+,+,2,Interchromosomal,Yes,No,InFrame,AA-AG,NonCanonicalPattern,4932510,2,1,M,M,13883167,13885063,1897,21647821,21649567,1747,14,Yes,3,3,1
303132561,240451666,0.830893,+,-,20,Interchromosomal,No,No,InFrame,GT-AG,CanonicalPattern,24070474,1,1,E,M,303132398,303134412,2014,240450534,240452106,1572,1,No,3,3,1
605165607,605035361,0.2033,-,-,6,Intrachromosomal,Yes,No,Unknown,GT-AG,CanonicalPattern,29554504,1,13,M,E,605165521,605167463,1942,605034659,605038359,3700,1,No,1,15,1
13573491,13591228,0.5113,-,+,2,Intrachromosomal,No,No,InFrame,GT-AG,CanonicalPattern,3911598,9,7,S,S,13572885,13575639,2755,13588948,13593662,4715,7,Yes,11,16,1
13884193,21648539,1.25,+,+,5,Interchromosomal,Yes,No,InFrame,AA-AG,NonCanonicalPattern,3995046,2,1,M,M,13883167,13885063,1897,21647821,21649567,1747,14,Yes,3,3,1
10639368,17767793,0.1736,+,-,2,Interchromosomal,No,No,FrameShift,GT-AG,CanonicalPattern,11520737,2,3,E,E,10638878,10640941,2064,17767050,17768379,1330,1,No,7,6,1
13884192,21648538,0.506,+,+,2,Interchromosomal,Yes,No,InFrame,GA-GA,NonCanonicalPattern,3952569,2,2,M,M,13883167,13885063,1897,21647821,21649567,1747,14,Yes,3,3,1
18149839,29883500,1.7766,+,-,7,Interchromosomal,No,No,FrameShift,GT-AG,CanonicalPattern,3940110,2,16,E,E,18149197,18151295,2099,29882121,29887414,5294,1,No,5,20,1
11457626,7072983,0.3385,+,-,2,Intrachromosomal,No,No,InFrame,GT-AG,CanonicalPattern,5907837.5,1,8,E,E,11456802,11463896,7095,7072192,7076619,4428,3,Yes,12,8,1
49646738,49668741,0.279,-,-,12,Intrachromosomal,Yes,No,Unknown,GT-AG,CanonicalPattern,43273253,8,8,S,E,49638181,49666926,28745,49668126,49672715,4589,2,Yes,7,8,1
17462369,19721654,1.0155,+,-,4,Intrachromosomal,No,No,InFrame,CT-GA,NonCanonicalPattern,3938907.5,6,9,M,M,17459873,17462516,2644,19721465,19723307,1843,3,Yes,6,9,1
49646738,49668741,0.607543,-,-,7,Intrachromosomal,Yes,No,InFrame,GT-AG,CanonicalPattern,11521819,8,8,S,E,49638181,49666926,28745,49668126,49672715,4589,2,Yes,7,8,1
216690635,123057540,0.1022,+,+,3,Interchromosomal,Yes,Yes,Unknown,GT-AG,CanonicalPattern,29375880,2,3,E,S,216690135,216692992,2857,123056316,123059298,2982,1,No,6,6,1
243218259,11170827,0.1056,-,-,3,Interchromosomal,Yes,No,Unknown,GT-AG,CanonicalPattern,28490315,1,7,S,E,243216325,243218622,2297,11167123,11174804,7681,2,Yes,6,12,1
1605816,1599614,0.914,+,+,3,Intrachromosomal,Yes,No,InFrame,GT-AG,CanonicalPattern,3282276,9,3,E,S,1603359,1606243,2885,1598449,1601437,2989,7,Yes,10,11,1
11564038,11242269,1.94795,+,-,42,Intrachromosomal,No,No,InFrame,GT-AG,CanonicalPattern,21561083,1,2,E,M,11563544,11568791,5247,11238776,11248239,9463,3,Yes,3,5,1
11564038,11242269,1.36376,+,-,40,Intrachromosomal,No,No,InFrame,GT-AG,CanonicalPattern,29330723,1,2,E,M,11563544,11568791,5247,11238776,11248239,9463,3,Yes,3,5,1
13573491,13591228,0.6536,-,+,4,Intrachromosomal,No,No,InFrame,GT-AG,CanonicalPattern,6119951,9,7,S,S,13572885,13575639,2755,13588948,13593662,4715,7,Yes,11,16,1
86826636,30741457,0.1524,-,-,2,Interchromosomal,Yes,No,Unknown,GT-AG,CanonicalPattern,13200800,1,2,S,E,86824526,86827008,2482,30738302,30742793,4491,1,No,5,4,1
711079196,572082310,0.1015,-,-,3,Interchromosomal,Yes,Yes,Unknown,GT-AG,CanonicalPattern,29605896,1,2,S,E,711075152,711079408,4256,572079588,572083969,4381,1,No,5,5,1
13522254,10208897,3.0316,-,-,12,Interchromosomal,Yes,No,InFrame,GT-AG,CanonicalPattern,3958306,5,4,S,E,13520325,13523918,3594,10207727,10210231,2505,3,Yes,12,4,1
224575945,175939687,0.319757,+,-,9,Interchromosomal,No,No,FrameShift,GT-AG,CanonicalPattern,28146341,6,5,M,M,224573067,224576214,3147,175939332,175949107,9775,2,Yes,6,5,1
161393573,209283278,0.1012,+,+,2,Interchromosomal,Yes,No,Unknown,GT-AG,CanonicalPattern,19825786,3,3,E,S,161392543,161402737,10194,209280128,209286684,6556,2,Yes,5,12,1
1605816,1599614,0.5055,+,+,2,Intrachromosomal,Yes,No,InFrame,GT-AG,CanonicalPattern,3956609.5,9,3,E,S,1603359,1606243,2885,1598449,1601437,2989,7,Yes,10,11,1
13884192,21648538,0.5026,+,+,2,Interchromosomal,Yes,No,InFrame,GA-GA,NonCanonicalPattern,3979125,2,2,M,M,13883167,13885063,1897,21647821,21649567,1747,14,Yes,3,3,1
23958999,36195461,25.2727,+,-,350,Interchromosomal,No,Yes,InFrame,AC-AA,NonCanonicalPattern,13848946,17,7,M,M,23954465,23959087,4622,36194999,36202717,7718,2,Yes,17,7,1
11859640,8714300,0.2367,+,+,7,Interchromosomal,Yes,Yes,Unknown,GT-AG,CanonicalPattern,29605896,4,5,E,S,11857187,11860248,3061,8711647,8714760,3113,3,Yes,5,5,1
88328921,88210835,3.45768,-,+,97,Intrachromosomal,No,No,InFrame,GT-AG,CanonicalPattern,28053505,1,1,S,M,88315712,88329135,13423,88210648,88214383,3735,2,Yes,11,2,1
19537529,10081731,0.4457,+,-,6,Interchromosomal,No,No,Unknown,GT-AG,CanonicalPattern,13461970,3,2,E,E,19537090,19538820,1731,10079998,10082057,2060,1,No,6,6,1
11564038,11242269,1.6078,+,-,39,Intrachromosomal,No,No,Unknown,GT-AG,CanonicalPattern,24382861,1,2,E,M,11563544,11568791,5247,11238776,11248239,9463,3,Yes,3,5,1
1605816,1599614,1.5195,+,+,6,Intrachromosomal,Yes,No,InFrame,GT-AG,CanonicalPattern,3948693,9,3,E,S,1603359,1606243,2885,1598449,1601437,2989,7,Yes,10,11,1
13118637,142892047,0.341773,-,+,15,Interchromosomal,No,Yes,FrameShift,GT-AG,CanonicalPattern,43888780,1,2,S,S,13113072,13119519,6447,142885283,142892638,7355,2,Yes,6,2,1
19391425,19401494,0.789,-,-,24,Intrachromosomal,Yes,No,Unknown,GT-AG,CanonicalPattern,30418250,1,2,S,E,19383372,19391614,8243,19398528,19401939,3412,1,No,6,11,1
183446339,84954688,0.7401,-,+,14,Interchromosomal,No,No,Unknown,GT-AG,CanonicalPattern,18981689,8,4,S,S,183441099,183449008,7909,84952930,84957467,4537,2,Yes,15,8,1
11457626,7072983,0.8359,+,-,3,Intrachromosomal,No,No,Unknown,GT-AG,CanonicalPattern,3588946,1,8,E,E,11456802,11463896,7095,7072192,7076619,4428,3,Yes,12,8,1
136110059,212988537,0.655,+,-,16,Interchromosomal,No,No,Unknown,GT-AG,CanonicalPattern,24560592,1,6,M,E,136109201,136110262,1061,212986311,213003707,17396,2,Yes,1,13,1
16248979,13217973,0.5092,-,-,2,Interchromosomal,Yes,No,InFrame,GT-AG,CanonicalPattern,3927730,7,2,S,E,16248286,16250925,2640,13213100,13218724,5625,1,No,9,18,1
18848095,6094099,0.4109,+,-,2,Intrachromosomal,No,No,InFrame,GT-AT,NonCanonicalPattern,4867071,9,3,M,M,18842553,18849741,7189,6092682,6095080,2399,1,No,11,9,1
3289197,156372332,3.6523,-,+,69,Interchromosomal,No,No,Unknown,GT-AG,CanonicalPattern,18139998,2,2,S,S,3279151,3290546,11395,156372198,156372850,652,2,Yes,10,4,1
18848095,6094099,0.5627,+,-,2,Intrachromosomal,No,No,InFrame,GT-AT,NonCanonicalPattern,3554191.667,9,3,M,M,18842553,18849741,7189,6092682,6095080,2399,1,No,11,9,1
409837105,409853555,0.1801,-,-,7,Intrachromosomal,Yes,No,Unknown,GT-AG,CanonicalPattern,39035875,4,4,S,E,409835900,409838736,2836,409852087,409857399,5312,3,Yes,5,5,1
16248979,13217973,0.8555,-,-,3,Interchromosomal,Yes,No,InFrame,GT-AG,CanonicalPattern,3506721,7,2,S,E,16248286,16250925,2640,13213100,13218724,5625,1,No,9,18,1
16263699,16174672,0.0765,+,-,2,Intrachromosomal,No,No,FrameShift,GT-AG,CanonicalPattern,26135657,6,8,E,E,16260803,16265270,4468,16174001,16176172,2172,2,Yes,8,10,1
3289197,156372332,2.8223,-,+,46,Interchromosomal,No,No,Unknown,GT-AG,CanonicalPattern,16299632,2,2,S,S,3279151,3290546,11395,156372198,156372850,652,2,Yes,10,4,1
76808018,23474905,0.1875,+,+,5,Interchromosomal,Yes,No,Unknown,GT-AG,CanonicalPattern,26677436,2,1,M,M,76807247,76808273,1026,23474705,23477676,2971,1,No,2,3,1
21268380,21270720,0.3802,-,-,3,Intrachromosomal,Yes,No,InFrame,GT-AG,CanonicalPattern,7890584,3,21,M,E,21268194,21269031,838,21269149,21276017,6869,1,No,3,26,1
16248979,13217973,1.0334,-,-,3,Interchromosomal,Yes,No,InFrame,GT-AG,CanonicalPattern,2903039,7,2,S,E,16248286,16250925,2640,13213100,13218724,5625,1,No,9,18,1
13884194,21648540,0.5068,+,+,2,Interchromosomal,Yes,No,InFrame,AA-GA,NonCanonicalPattern,3946330,2,2,M,M,13883167,13885063,1897,21647821,21649567,1747,14,Yes,3,3,1
76808018,23474905,0.8176,+,+,27,Interchromosomal,Yes,No,Unknown,GT-AG,CanonicalPattern,33022244,2,1,M,M,76807247,76808273,1026,23474705,23477676,2971,1,No,2,3,1
1591400,168184217,0.293763,-,+,6,Interchromosomal,No,Yes,InFrame,GT-AG,CanonicalPattern,20424661,1,2,S,S,1571478,1591655,20177,168179210,168220211,41001,1,No,17,11,1
49646738,49668741,0.7708,-,-,11,Intrachromosomal,Yes,No,Unknown,GT-AG,CanonicalPattern,14270911,8,8,S,E,49638181,49666926,28745,49668126,49672715,4589,2,Yes,7,8,1
17462368,19721655,1.1326,+,-,4,Intrachromosomal,No,No,InFrame,TC-CG,NonCanonicalPattern,3531566.333,6,9,M,M,17459873,17462516,2644,19721465,19723307,1843,3,Yes,6,9,1
11564038,11242269,2.39338,+,-,54,Intrachromosomal,No,No,InFrame,GT-AG,CanonicalPattern,22562206,1,2,E,M,11563544,11568791,5247,11238776,11248239,9463,3,Yes,3,5,1
75073609,179560837,0.1736,+,-,2,Interchromosomal,No,No,Unknown,GT-AG,CanonicalPattern,11521819,1,11,E,E,75072930,75074769,1839,179556090,179567809,11719,5,Yes,2,18,1
224442705,42088558,3.0385,-,-,90,Interchromosomal,Yes,Yes,Unknown,GT-AG,CanonicalPattern,29524081,4,4,M,M,224441716,224447713,5997,42088552,42089954,1402,1,No,4,4,1
17462369,19721654,0.5084,+,-,2,Intrachromosomal,No,No,InFrame,CT-GA,NonCanonicalPattern,3933910,6,9,M,M,17459873,17462516,2644,19721465,19723307,1843,3,Yes,6,9,1
13884193,21648539,1.25,+,+,5,Interchromosomal,Yes,No,InFrame,AA-AG,NonCanonicalPattern,3996444,2,2,M,M,13883167,13885063,1897,21647821,21649567,1747,14,Yes,3,3,1
3289197,156372332,3.0483,-,+,35,Interchromosomal,No,No,Unknown,GT-AG,CanonicalPattern,8908083,2,2,S,S,3279151,3290546,11395,156372198,156372850,652,2,Yes,10,4,1
18149839,29883500,3.0127,+,-,12,Interchromosomal,No,No,FrameShift,GT-AG,CanonicalPattern,3983138,2,16,E,E,18149197,18151295,2099,29882121,29887414,5294,1,No,5,20,1
18759404,18857289,0.5023,-,+,2,Intrachromosomal,No,No,InFrame,AA-TG,NonCanonicalPattern,3981552,5,1,M,M,18758699,18763503,4805,18855955,18858552,2598,1,No,6,4,1
3350889,287350485,0.1746,+,-,5,Interchromosomal,No,No,Unknown,GT-AG,CanonicalPattern,28819355,1,Unknown,E,O,3350681,3356005,5324,287344643,287353385,8742,2,Yes,2,19,1
113531423,241790980,0.693811,+,+,20,Interchromosomal,Yes,No,InFrame,GC-GA,NonCanonicalPattern,28826287,1,1,M,M,113531337,113532876,1539,241790563,241792537,1974,1,No,4,2,1
18208094,18211075,0.7604,-,-,3,Intrachromosomal,Yes,No,Unknown,GT-AG,CanonicalPattern,3945292,1,3,M,E,18205235,18208218,2984,18208253,18211644,3392,4,Yes,10,12,1
16860569,16873544,1.2573,-,+,6,Intrachromosomal,No,No,InFrame,GT-AG,CanonicalPattern,4772131,3,6,S,S,16855500,16861529,6030,16871578,16874367,2790,3,Yes,23,7,1
18848095,6094099,0.1614,+,-,3,Intrachromosomal,No,No,InFrame,GT-AT,NonCanonicalPattern,18588478.8,9,4,M,M,18842553,18849741,7189,6092682,6095080,2399,1,No,11,9,1
13573491,13591228,0.7698,-,+,3,Intrachromosomal,No,No,InFrame,GT-AG,CanonicalPattern,3897116,9,7,S,S,13572885,13575639,2755,13588948,13593662,4715,7,Yes,11,16,1
17462368,19721655,0.7575,+,-,3,Intrachromosomal,No,No,InFrame,TC-CG,NonCanonicalPattern,3960577,6,9,M,M,17459873,17462516,2644,19721465,19723307,1843,3,Yes,6,9,1
3672414,166634960,0.1492,-,-,4,Interchromosomal,Yes,No,Unknown,GT-AG,CanonicalPattern,26924644,1,1,S,M,3668907,3673140,4233,166626075,166635879,9804,1,No,9,24,1
148704361,177335383,0.6256,-,+,17,Interchromosomal,No,No,Unknown,GT-AG,CanonicalPattern,27376837,2,Unknown,M,O,148701228,148705119,3891,177335727,177336895,1168,3,Yes,4,3,1
76808018,23474905,1.6951,+,+,59,Interchromosomal,Yes,No,Unknown,GT-AG,CanonicalPattern,34978748,2,1,M,M,76807247,76808273,1026,23474705,23477676,2971,1,No,2,3,1
13573491,13591228,0.5861,-,+,2,Intrachromosomal,No,No,InFrame,GT-AG,CanonicalPattern,3412387,9,7,S,S,13572885,13575639,2755,13588948,13593662,4715,7,Yes,11,16,1
1605816,1599614,1.0329,+,+,7,Intrachromosomal,Yes,No,InFrame,GT-AG,CanonicalPattern,6777036,9,3,E,S,1603359,1606243,2885,1598449,1601437,2989,7,Yes,10,11,1
88328921,88210835,0.906175,-,+,16,Intrachromosomal,No,No,InFrame,GT-AG,CanonicalPattern,17656631,1,1,S,M,88315712,88329135,13423,88210648,88214383,3735,2,Yes,11,2,1
18149839,29883500,1.3076,+,-,4,Interchromosomal,No,No,FrameShift,GT-AG,CanonicalPattern,3059039,2,16,E,E,18149197,18151295,2099,29882121,29887414,5294,1,No,5,20,1
512282792,585067304,0.2455,-,-,10,Interchromosomal,Yes,No,Unknown,GT-AG,CanonicalPattern,40750855,1,1,S,M,512280900,512282893,1993,585065580,585067305,1725,2,Yes,5,3,1
13573491,13591228,1.0173,-,+,4,Intrachromosomal,No,No,InFrame,GT-AG,CanonicalPattern,3931977,9,7,S,S,13572885,13575639,2755,13588948,13593662,4715,7,Yes,11,16,1
1374248,1376525,0.8643,-,-,2,Intrachromosomal,Yes,No,InFrame,GT-AG,CanonicalPattern,2313940,4,7,S,E,1373234,1375821,2588,1375824,1379228,3405,1,No,7,7,1
409837105,409853555,0.1016,-,-,3,Intrachromosomal,Yes,No,Unknown,GT-AG,CanonicalPattern,29554504,4,4,S,E,409835900,409838736,2836,409852087,409857399,5312,3,Yes,5,5,1
224575945,175939687,0.353052,+,-,10,Interchromosomal,No,No,FrameShift,GT-AG,CanonicalPattern,28324445,6,5,M,M,224573067,224576214,3147,175939332,175949107,9775,2,Yes,6,5,1
148704361,177335383,0.2057,-,+,5,Interchromosomal,No,No,Unknown,GT-AG,CanonicalPattern,24399191,2,Unknown,M,O,148701228,148705119,3891,177335727,177336895,1168,3,Yes,4,3,1
13573491,13591228,1.0139,-,+,4,Intrachromosomal,No,No,InFrame,GT-AG,CanonicalPattern,3945162,9,7,S,S,13572885,13575639,2755,13588948,13593662,4715,7,Yes,11,16,1
11564038,11242269,1.83514,+,-,49,Intrachromosomal,No,No,InFrame,GT-AG,CanonicalPattern,26700931,1,2,E,M,11563544,11568791,5247,11238776,11248239,9463,3,Yes,3,5,1
1536096,1529704,1.3165,-,-,4,Intrachromosomal,Yes,No,InFrame,TA-AT,NonCanonicalPattern,3038244,1,4,M,M,1535950,1538870,2921,1526963,1533909,6947,1,No,1,13,1
20809459,20798908,0.7932,+,+,4,Intrachromosomal,Yes,No,FrameShift,GT-AG,CanonicalPattern,5042983.667,13,7,E,S,20804715,20819629,14915,20796950,20801479,4530,1,No,45,11,1
1341773,1348147,0.1327,-,-,4,Intrachromosomal,Yes,No,InFrame,GG-GC,NonCanonicalPattern,30143180,1,1,M,M,1341368,1342277,910,1347665,1348723,1059,1,No,1,1,1
1605816,1599614,0.569,+,+,2,Intrachromosomal,Yes,No,InFrame,GT-AG,CanonicalPattern,3514938,9,3,E,S,1603359,1606243,2885,1598449,1601437,2989,7,Yes,10,11,1
19537529,10081731,0.7636,+,-,3,Interchromosomal,No,No,Unknown,GT-AG,CanonicalPattern,3928759,3,2,E,E,19537090,19538820,1731,10079998,10082057,2060,1,No,6,6,1
143804379,25480782,0.7087,+,+,20,Interchromosomal,Yes,No,Unknown,GT-AG,CanonicalPattern,28318143,3,2,E,S,143803041,143815396,12355,25479149,25481360,2211,1,No,10,3,1
18149839,29883500,2.4521,+,-,9,Interchromosomal,No,No,FrameShift,GT-AG,CanonicalPattern,3670323,2,16,E,E,18149197,18151295,2099,29882121,29887414,5294,1,No,5,20,1
1605816,1599614,0.8399,+,+,3,Intrachromosomal,Yes,No,InFrame,GT-AG,CanonicalPattern,3571854,9,3,E,S,1603359,1606243,2885,1598449,1601437,2989,7,Yes,10,11,1
239334320,239346848,5.4492,-,-,115,Intrachromosomal,Yes,No,Unknown,GT-AG,CanonicalPattern,21172762,7,7,S,E,239326471,239337775,11304,239339326,239352162,12836,8,Yes,10,19,1
